DATE,PROJECT_ID,TITLE,BOROUGH,LEVEL_OF_REVIEW,AGENCY,CERTIFICATE_NUMBER,PUBLIC_PRIVATE,ACTION,PROJECT_TYPE
05/22/2023,23143,"Minor modifications to the construction of an academic building, 28th Street between Seventh Avenue and Eighth Avenue, Fashion Institute of Technology, Manhattan",Manhattan,Amended Final,DOE,28469,Public,Calendared for Consent,Architecture
05/22/2023,23144,"Reconstruction of the West Tremont Avenue Bridge over the Major Deegan Expressway, Cedar Avenue, and Roberto Clemente State Park, Bronx",Bronx,Preliminary,DOT,28470,Public,Calendared for Consent,Bridge
05/22/2023,23145,"Construction of a retaining wall, 118-22 80th Road at Grenfell Street, Kew Gardens, Queens",Queens,Preliminary and Final,DOT,28471,Public,Calendared for Consent,Landscape architecture
05/22/2023,23146,"Construction of a distinctive sidewalk as part of the Downtown Brooklyn and Fulton Mall streetscape master plan, 9 Dekalb Avenue, Flatbush Avenue, Dekalb Avenue, and Fleet Street, Brooklyn",Brooklyn,Final,DOT/DBP,28474,Public and Private,Calendared for Consent,Landscape architecture
05/22/2023,23147,"Reconstruction of Dyckman Marina and adjacent site work, Fort Washington Park Greenway and Route 9A at Dyckman Street, Inwood Hill Park, Manhattan",Manhattan,Preliminary,DPR,28475,Public and Private,Calendared for Consent,Landscape architecture
05/22/2023,23148,"Reconstruction of electrical vault buildings, Flushing Meadows Corona Park, Corona, Queens",Queens,Preliminary,DPR,28476,Public,Calendared for Consent,Architecture
05/22/2023,23149,"Rehabilitation of a playground, Ferry Point Community Park, Balcom Avenue at the terminus of Dewey Avenue, Bronx",Bronx,Preliminary,DPR,28477,Public,Calendared for Consent,Landscape architecture
05/22/2023,23150,"Installation of prefabricated public toilets (Portland Loo) as part of a pilot, Father Macris Park, Lamberts Lane and Fahy Avenue, Staten Island",Staten Island,Preliminary and Final,DPR,28478,Public,Calendared for Consent,Architecture
05/22/2023,23151,"Installation of prefabricated public toilets (Portland Loo) as part of a pilot, Hoyt Playground, 29th Street between Dorothy Place and Hoyt Avenue North, Astoria, Queens",Queens,Preliminary and Final,DPR,28479,Public,Calendared for Consent,Architecture
05/22/2023,23152,"Installation of prefabricated public toilets (Portland Loo) as part of a pilot, Irving Square Park, Weirfield Street between Knickerbocker Avenue and Halsey Street, Brooklyn",Brooklyn,Preliminary and Final,DPR,28480,Public,Calendared for Consent,Architecture
05/22/2023,23153,"Installation of prefabricated public toilets (Portland Loo) as part of a pilot, Thomas Jefferson Park, East 114th Street between FDR Drive and First Avenue, Manhattan",Manhattan,Preliminary and Final,DPR,28481,Public,Calendared for Consent,Architecture
05/22/2023,23154,"Reconstruction of a staircase, Ewen Park, Johnson Avenue and 231st Street, Bronx",Bronx,Final,DPR,28482,Public,Calendared for Consent,Landscape architecture
05/22/2023,23155,"Reconstruction of Anibal Aviles Playground, West 108th Street between Amsterdam Avenue and Columbus Avenue, Manhattan",Manhattan,Final,DPR,28483,Public,Calendared for Consent,Landscape architecture
05/22/2023,23156,"Reconstruction of Horseshoe Playground, Hall Place and Rogers Place, Bronx",Bronx,Final,DPR,28484,Public,Calendared for Consent,Landscape architecture
05/22/2023,23157,"Reconstruction of Jerome Playground, adjacent to P.S. 273, Jerome Street, Wortman Avenue, and Warwick Street, Brooklyn",Brooklyn,Final,DPR,28485,Public,Calendared for Consent,Landscape architecture
05/22/2023,23158,"Reconstruction of Josephine Caminiti Playground (formerly Corona Playground), Corona Avenue, Alstyne Avenue, and 102nd Street, Corona, Queens",Queens,Final,DPR,28486,Public,Calendared for Consent,Landscape architecture
05/22/2023,23159,"Reconstruction of Rivington Street Playground, Sara D. Roosevelt Park, Forsyth Street, extension of Rivington Street, and Chrystie Street, Manhattan",Manhattan,Final,DPR,28487,Public,Calendared for Consent,Landscape architecture
05/22/2023,23160,"Reconstruction of Ruppert Park, East 90th Street, Second Avenue, and East 91st Street, Manhattan",Manhattan,Final,DPR,28488,Public,Calendared for Consent,Landscape architecture
05/22/2023,23161,"Reconstruction of South Rochdale Playground, adjacent to P.S. 80, 134th Road and 173rd Street, Jamaica, Queens",Queens,Final,DPR,28489,Public,Calendared for Consent,Landscape architecture
05/22/2023,23162,"Installation of Diatom Walk by Stacy Levy, East Midtown Greenway, East River between East 53rd Street and East 61st Street, Manhattan",Manhattan,Final,DPR/EDC,28490,Public,Calendared for Consent,Artwork
05/22/2023,23163,"Reconstruction of Esdale Bridge over Ambergill Pond, west edge of the Ravine, Prospect Park, Brooklyn",Brooklyn,Preliminary,DPR/PPA,28491,Public,Calendared for Consent,Bridge
05/22/2023,23164,"Construction of an environmental learning center (Solar 2), 24-20 FDR Drive at Peter Cooper Road, Manhattan",Manhattan,Final,EDC,28492,Public and Private,Calendared for Consent,Architecture
05/22/2023,23165,"Installation of an interpretive sign and adjacent site work, Memorial to the Victims of 9/11, Staten Island Promenade, Richmond County Bank Ballpark, North Shore, Staten Island",Staten Island,Final,EDC,28493,Public,Calendared for Consent,Landscape architecture
05/22/2023,23166,"Minor modifications to signage as part of the construction of a park (Abolitionist Place), Willoughby Street, Duffield Street and Gold Street, Brooklyn",Brooklyn,Amended Final,EDC,28494,Public,Calendared for Consent,Signage
05/22/2023,23167,"Minor modifications to the construction of Engine Company 287/Ladder 136/Battalion 46, 86-53 Grand Avenue, Elmhurst, Queens",Queens,Amended Final,FDNY,28496,Public,Calendared for Consent,Architecture
05/22/2023,23168,Design of prototypical signage for installation on Queens Public Library branches citywide,Citywide,Preliminary,QL,28497,Public,Calendared for Consent,Signage
05/22/2023,23169,"Construction of an open space, Owls Head combined sewer overflow (CSO) facility, Gowanus Canal, 2nd Avenue, and 6th Street, Brooklyn",Brooklyn,Conceptual,DEP/DSNY,28498,Public,Calendared for Public Hearing,Landscape architecture
05/22/2023,23170,"Construction of a headhouse and adjacent site work as part of the Owls Head combined sewer overflow (CSO) facility, Gowanus Canal, 2nd Avenue and 6th Street, Brooklyn",Brooklyn,Preliminary,DEP,28498,Public,Calendared for Public Hearing,Architecture
05/22/2023,23171,"Installation of Costume by Ornaghi & Prestinari, Bush Terminal Industrial Campus (Made in NY), between 41st Street, 1st Avenue, and 44th Street, and the waterfront, Brooklyn",Brooklyn,Conceptual,DCLA%/EDC,28498,Public,Calendared for Public Hearing,Artwork
05/22/2023,23172,"Installation of Flying Minds by Greta McClain, Port Richmond Branch Library, 75 Bennett Street, Staten Island",Staten Island,Conceptual and Preliminary,DCLA%/EDC/NYPL,28503,Public,Calendared for Public Hearing,Artwork
05/22/2023,23173,"Installation of We just wanted to have a rowboat in the room, and now there is and In the world through which I travel, I endlessly create myself by David Rios, Hunts Point Branch Library, 877 Southern Boulevard, Bronx",Bronx,Conceptual and Preliminary,DCLA%/EDC/NYPL,28505,Public,Calendared for Public Hearing,Artwork
05/22/2023,23174,"Installation of Stellar Bronx by Amy Pryor, Melrose Branch Library, 910 Morris Avenue, Bronx",Bronx,Conceptual and Preliminary,DCLA%/EDC/NYPL,28504,Public,Calendared for Public Hearing,Artwork
05/22/2023,23175,"Installation of Language to Dream by Diana Schmertz, 125th Street Branch Library, 224 East 125th Street, Manhattan",Manhattan,Conceptual and Preliminary,DCLA%/EDC/NYPL,28507,Public,Calendared for Public Hearing,Artwork
05/22/2023,23179,"Installation of bollards, 100 Pearl Street, Hanover Square and Pearl Street, Manhattan",Manhattan,Preliminary and Final,DOT,28506,Public,Calendared for Consent,Street furniture
05/22/2023,23181,"Installation of prototypical pipe bollards at the construction of a prototypical planted median, Grand Concourse Boulevard, Phase IV, from East 175th Street to East Fordham Road, Bronx",Bronx,Amended Final,DOT,28501,Public,Calendared for Consent,Landscape architecture
05/22/2023,23182,"Reconstruction of a shoreline, pathways, and adjacent site work, Mott Basin, Dickens Street, Enright Road, Horton Avenue, Battery Road, and Pinson Street, Far Rocakway, Queens",Queens,Preliminary,EDC/DPR/DOT,28502,Public,Calendared for Consent,Landscape architecture
06/05/2023,23183,"Installation of HVAC equipment, Staten Island Children's Museum, Snug Harbor Cultural Center, 1000 Richmond Terrace, Staten Island",Staten Island,Preliminary and Final,DDC,28501,Public,Delegation Approval,Building systems & Modifications
06/05/2023,23184,"Rehabilitation of the George Daly House, 269 East 4th Street, Manhattan",Manhattan,Preliminary and Final,DHS,28502,Public,Delegation Approval,Architecture
06/20/2023,23104,"Extension for the temporary installation of Fearless Girl by Kristen Visbal, Broad Street between Wall Street and Exchange Place, Manhattan",Manhattan,Preliminary and Final,DOT,28434,Public,Calendared for Public Hearing,Artwork
06/20/2023,23170,"Construction of a headhouse and adjacent site work as part of the Owls Head combined sewer overflow (CSO) facility, Gowanus Canal, 2nd Avenue and 6th Street, Brooklyn",Brooklyn,Preliminary,DEP,28498,Public,Calendared for Consent,Architecture
06/20/2023,23172,"Installation of Flying Minds by Greta McClain, Port Richmond Branch Library, 75 Bennett Street, Staten Island",Staten Island,Conceptual and Preliminary,DCLA%/EDC/NYPL,28503,Public,Calendared for Public Hearing,Artwork
06/20/2023,23173,"Installation of We just wanted to have a rowboat in the room, and now there is and In the world through which I travel, I endlessly create myself by David Rios, Hunts Point Branch Library, 877 Southern Boulevard, Bronx",Bronx,Conceptual and Preliminary,DCLA%/EDC/NYPL,28504,Public,Calendared for Public Hearing,Artwork
06/20/2023,23174,"Installation of Stellar Bronx by Amy Pryor, Melrose Branch Library, 910 Morris Avenue, Bronx",Bronx,Conceptual and Preliminary,DCLA%/EDC/NYPL,28505,Public,Calendared for Public Hearing,Artwork
06/20/2023,23175,"Installation of Language to Dream by Diana Schmertz, 125th Street Branch Library, 224 East 125th Street, Manhattan",Manhattan,Conceptual and Preliminary,DCLA%/EDC/NYPL,28506,Public,Calendared for Public Hearing,Artwork
06/20/2023,23187,"Rehabilitation of Arlington Branch Library and adjacent site work, 203 Arlington Avenue, Brooklyn",Brooklyn,Final,DDC,28507,Public,Calendared for Consent,Architecture
06/20/2023,23188,"Minor modifications to the reconstruction of Pershing Square East Plaza, Park Avenue between East 41st Street and East 42nd Street, Manhattan",Manhattan,Amended Final,DDC,28508,Public,Calendared for Consent,Landscape architecture
06/20/2023,23189,"Installation of a retaining wall and fence, 2829 Edson Avenue, Bronx",Bronx,Preliminary and Final,DOT,28509,Public,Calendared for Consent,Landscape architecture
06/20/2023,23190,"Installation of a retaining wall and fence, 2875 Edson Avenue, Bronx",Bronx,Preliminary,DOT,28510,Public,Calendared for Consent,Landscape architecture
06/20/2023,23191,"Installation of security infrastructure, MTA Power Control Center, 333 West 53rd Street, Manhattan",Manhattan,Preliminary and Final,DOT,28511,Public,Calendared for Consent,Building systems & Modifications
06/20/2023,23192,"Reconstruction of a portion of Mellett Playground, Avenue V between East 13th Street and East 14th Street, Brooklyn",Brooklyn,Preliminary,DPR,28513,Public,Calendared for Consent,Landscape architecture
06/20/2023,23193,"Reconstruction of Berry Playground, South Third Street between Berry Street and Bedford Avenue, Brooklyn",Brooklyn,Preliminary and Final,DPR,28514,Public,Calendared for Consent,Landscape architecture
06/20/2023,23194,"Reconstruction of Rolph Henry Playground, New York Avenue and Clarkson Avenue, Brooklyn",Brooklyn,Preliminary and Final,DPR,28515,Public,Calendared for Consent,Landscape architecture
06/20/2023,23195,"Construction of a comfort station, Waters Edge Playground, Cross Island Park, Waters Edge Drive and 24th Avenue, Bayside, Queens",Queens,Final,DPR,28516,Public,Calendared for Consent,Architecture
06/20/2023,23196,"Construction of a dog run, Highland Park, Jamaica Avenue and Highland Boulevard, Ridgewood, Queens",Queens,Final,DPR,28517,Public,Calendared for Consent,Landscape architecture
06/20/2023,23197,"Construction of stairs and a ramp, Bronx Park, Waring Avenue between Bronx River Parkway and Bronx Park East, Bronx",Bronx,Final,DPR,28518,Public,Calendared for Consent,Landscape architecture
06/20/2023,23198,"Reconstruction of Chief Dennis L. Devlin Park (formerly Olmstead Triangle), Olmstead Avenue, Cross Bronx Service Road, and Ellis Avenue, Bronx",Bronx,Final,DPR,28519,Public,Calendared for Consent,Landscape architecture
06/20/2023,23199,"Reconstruction of Detective Omar Edwards Park, East 124th Street between Second Avenue and Third Avenue, Manhattan",Manhattan,Final,DPR,28520,Public,Calendared for Consent,Landscape architecture
06/20/2023,23200,"Reconstruction of Lemon Creek Playground, Johnston Terrace and Seguine Avenue, Staten Island",Staten Island,Final,DPR,28521,Public,Calendared for Consent,Landscape architecture
06/20/2023,23201,"Construction of an ADA ramp and adjacent site work, West 79th Street Rotunda, Riverside Park, West Terminus of 79th Street between Henry Hudson Parkway and the Hudson River, Manhattan",Manhattan,Amended Final,DPR,28522,Public,Calendared for Consent,Building systems & Modifications
06/20/2023,23202,"Modifications to the construction of the esplanade, Phase V, East River Waterfront between Peck Slip and Catherine Slip, Manhattan",Manhattan,Amended Final,EDC,28523,Public,Calendared for Consent,Landscape architecture
06/20/2023,23203,"Construction of an addition, Manhattan Repair Company Headquarters, 30 Pike Street, Manhattan",Manhattan,Preliminary and Final,DEP,28524,Public,Calendared for Consent,Architecture
06/20/2023,23204,"Reconstruction of a step street, Davidson Avenue between West 174th Street and Featherbed Lane, Bronx",Bronx,Preliminary,DDC,28527,Public,Calendared for Public Hearing,Landscape architecture
06/20/2023,23215,"Installation of A River (Can't Stop Won't Stop) by C.J. Chueca, Davidson Step Street, Davidson Avenue between West 174th Street and Featherbed Lane, Bronx",Bronx,Conceptual,DCLA%/DDC/DOT,28528,Public,Calendared for Public Hearing,Artwork
06/20/2023,23216,"Reconstruction of the Upper Vale, including construction of the Northeast Pavilion, Prospect Park, Flatbush Avenue between Grand Army Plaza and the Prospect Park Zoo, Brooklyn",Brooklyn,Preliminary,DPR,28526,Public,Calendared for Public Hearing,Landscape architecture
06/20/2023,23217,"Minor modifications to the design of prototypical streetscape toolkit as part of the Downtown Brooklyn and Fulton Mall streetscape master plan, Brooklyn",Brooklyn,Amended Final,DOT,28512,Public,Calendared for Consent,Architecture
06/30/2023,23218,"Construction of an ADA ramp and stairs, 2 Charlton Street, Manhattan",Manhattan,Preliminary and Final,DOT,28529,Private,Delegation Approval,Building systems & Modifications
07/17/2023,23068,"Construction of a maintenance and operations facility and adjacent site work, Orchard Beach, between Park Drive and the Promenade, Pelham Bay Park, Bronx",Bronx,Final,DDC/DPR,28533,Public,Calendared for Consent,Architecture
07/17/2023,23126,"Installation of mechanical enclosures and reconstruction of a roof, Bushwick Branch Library, 340 Bushwick Avenue, Brooklyn",Brooklyn,Preliminary and Final,DDC/BPL,28532,Public,Calendared for Consent,Building systems & Modifications
07/17/2023,23180,"Reconstruction of a community center, 70 Mulberry Street at Bayard Street, Manhattan",Manhattan,Preliminary,DDC,28531,Public,Calendared for Consent,Architecture
07/17/2023,23212,"Installation of the Shirley Chisholm Monument by Amanda Williams and Olalekan Jeyifous, Prospect Park, Parkside Avenue and Ocean Avenue, Brooklyn",Brooklyn,Conceptual,DCLA%/DPR/DOT,28554,Public,Calendared for Public Hearing,Artwork
07/17/2023,23213,"Construction of Thames Plaza, including installation of security gates and bollards, Thames Street between Trinity Place and Broadway, Manhattan",Manhattan,Preliminary,DOT,28535,Public,Calendared for Consent,Landscape architecture
07/17/2023,23220,"Renovation of a recreation center, St. Mary's Park, St. Anne's Avenue between East 145th Street and East 144th Street, Bronx",Bronx,Amended Final,DPR,28549,Public and Private,Calendared for Consent,Architecture
07/17/2023,23221,"Addition of 41 medallions to the installation of 45 medallions, Avenue of the Americas between West 42nd Street and Canal Street, Manhattan",Manhattan,Amended Final,DOT,28537,Public,Calendared for Consent,Signage
07/17/2023,23222,"Reconstruction of the 210th Street Playground, Cunningham Park, 210th Street, 73rd Avenue, and the Clearview Expressway, Oakland Gardens, Queens",Queens,Amended Final,DPR,28548,Public,Calendared for Consent,Landscape architecture
07/17/2023,23223,"Construction of a park and adjacent site work, including shade structures, Pier 97 between West 57th Street and West 59th Street, Manhattan",Manhattan,Amended Final,DPR/HRPT,28550,Public,Calendared for Consent,Landscape architecture
07/17/2023,23224,"Construction of an operations facility, Rockaway Operational Headquarters, 3-75 Beach 75th Street, Arverne, Queens",Queens,Final,DDC/DPR,28534,Public,Calendared for Consent,Architecture
07/17/2023,23225,"Construction of a pier, esplanade, and a maintenance and operations building, Tompkinsville Pier, Murray Hulbert Avenue south of Hannah Street at the Stapleton Waterfront, Staten Island",Staten Island,Final,EDC/DPR/DOT,28553,Public,Calendared for Consent,Landscape architecture
07/17/2023,23226,"Construction of a plaza, Queensbridge Baby Park, Vernon Boulevard and Queensbridge Park Greenway, adjacent to the Queensboro Bridge, Long Island City, Queens",Queens,Final,DPR,28544,Public,Calendared for Consent,Landscape architecture
07/17/2023,23227,"Construction of a synthetic turf soccer field, 130th Street and 25th Avenue, College Point Ballfields, College Point, Queens",Queens,Final,DPR,28545,Public,Calendared for Consent,Landscape architecture
07/17/2023,23228,"Reconstruction of the shoreline, Underhill Avenue, Bolton Point (formerly Harding Park), and the Bronx River, Bronx",Bronx,Final,DPR,28546,Public,Calendared for Consent,Landscape architecture
07/17/2023,23229,"Rehabilitation of the West 186th Street Basketball Court, West 186th Street between St. Nicholas Avenue and Audubon Avenue, Manhattan",Manhattan,Final,DPR,28547,Public,Calendared for Consent,Landscape architecture
07/17/2023,23230,"Construction of a community center (Brownsville Girls Empowerment Center and Community Hub), 444 Thomas S Boyland Street between East New York Avenue and Pitkin Avenue, Brooklyn",Brooklyn,Preliminary,DDC,28530,Public,Calendared for Consent,Architecture
07/17/2023,23231,"Installation of flood protection measures, Paerdegat Basin Park, Paerdegat Avenue North between Paerdegat 12th Street and Seaview Avenue, Brooklyn",Brooklyn,Preliminary,DPR,28539,Public,Calendared for Consent,Landscape architecture
07/17/2023,23232,"Installation of interpretive signage, Sankofa Park (formerly Livonia Playground), Schenck Avenue, Livonia Avenue, and Barbey Street, Brooklyn",Brooklyn,Preliminary,DPR,28540,Public,Calendared for Consent,Signage
07/17/2023,23233,"Reconstruction of McKinley Park Playground, 7th Avenue, 73rd Street, Bay Ridge Parkway, and Fort Hamilton Parkway, Brooklyn",Brooklyn,Preliminary and Final,DPR,28543,Public,Calendared for Consent,Landscape architecture
07/17/2023,23234,"Construction of a midblock pedestrian crossing, Prospect Park, Parkside Avenue at the Parade Ground entrance, Brooklyn",Brooklyn,Preliminary and Final,DOT,28536,Public,Calendared for Consent,Landscape architecture
07/17/2023,23235,"Rehabilitation of a façade, Hunts Point Cooperative Market, Building C, 355 Food Center Drive, Bronx",Bronx,Preliminary and Final,EDC,28552,Public,Calendared for Consent,Architecture
07/17/2023,23240,"Installation of a prototypical public toilet (APT), Ferris Street between Van Dyke Street and Coffey Street, Louis Valentino, Jr. Park and Pier, Brooklyn",Brooklyn,Amended Final,DOT/DPR,28538,Public,Calendared for Consent,Street furniture
07/17/2023,23242,"Construction of an interim prefabricated swing space, Bronx Districts 9/10/11 South Lot, 530 Zerega Avenue, Bronx",Bronx,Preliminary,DSNY,28551,Public,Calendared for Consent,Architecture
07/17/2023,23244,"Reconstruction of Umma Park, Woodruff Avenue and Ocean Avenue, Brooklyn",Brooklyn,Preliminary,DPR,28542,Public,Calendared for Consent,Landscape architecture
07/17/2023,23245,"Reconstruction of the entrance plaza, Icahn Stadium (previously the Randall's Island Track and Field Sports Facility), Randalls Island, Manhattan",Manhattan,Preliminary,DPR,28541,Public,Calendared for Consent,Landscape architecture
08/14/2023,22965,"Construction of an off-shore wind operations and maintenance building and adjacent sitework, South Brooklyn Marine Terminal, 2nd Avenue between 32nd Street and 34th Street, Brooklyn",Brooklyn,Preliminary,EDC,28572,Public and Private,Calendared for Consent,Architecture
08/14/2023,23214,"Relocation of the Discus Thrower statue, from the Manhattan ramp of Triborough Bridge to the Icahn Stadium (previously the Randall's Island Track and Field Sports Facility) entrance plaza, Randall's Island, Manhattan",Manhattan,Preliminary,DPR,28571,Public,Calendared for Consent,Artwork
08/14/2023,23246,"Installation of an ADA ramps and stairs, 980 Prospect Avenue, Bronx",Bronx,Preliminary and Final,DOT,28555,Private,Delegation Approval,Building systems & Modifications
08/14/2023,23247,"Installation of ducts, Engine Company 294/Ladder Company 143, 101-02 Jamaica Avenue, Richmond Hill, Queens",Queens,Preliminary and Final,FDNY,28556,Public,Delegation Approval,Building systems & Modifications
08/14/2023,23248,"Minor modifications to the installation of rooftop mechanical equipment, 45th Precinct Police Station, 2877 Barkley Avenue, Bronx",Bronx,Amended Final,NYPD,28557,Public,Delegation Approval,Building systems & Modifications
08/14/2023,23249,"Installation of rooftop mechanical equipment, Ridgewood Community Library, 20-12 Madison Street, Ridgewood, Queens",Queens,Preliminary and Final,QL,28558,Public,Delegation Approval,Building systems & Modifications
08/14/2023,23250,"Construction of a recreation center (Shirley Chisholm Recreation Center) and adjacent site work, 3002 Foster Avenue between Nostrand Avenue and New York Avenue, Brooklyn",Brooklyn,Final,DDC/DPR,28559,Public,Calendared for Consent,Architecture
08/14/2023,23251,"Minor modifications to the reconstruction of Tide Gate Bridge over Flushing Creek and reconstruction of a control house, Meridian Road, Avenue of Commerce, Avenue of Progress, and Avenue of Enterprise, Flushing Meadows Corona Park, Corona, Queens",Queens,Amended Final,DDC/DPR/DOT,28560,Public,Calendared for Consent,Bridge
08/14/2023,23252,"Construction of operations facility buildings, control chamber, and adjacent site work as part of upgrade of Hillview Reservoir, 100 Central Park Avenue, Yonkers, Westchester County",Upstate,Final,DEP,28561,Public,Calendared for Consent,Architecture
08/14/2023,23253,"Installation of two light poles, Marvin Feldman Center, Fashion Institute of Technology, 227 West 27th Street, Manhattan",Manhattan,Preliminary and Final,DOE,28562,Public,Calendared for Consent,Building systems & Modifications
08/14/2023,23254,"Removal of a distinctive sidewalk, 693 Flatbush Avenue, Flatbush Avenue and Winthrop Street, Brooklyn",Brooklyn,Preliminary and Final,DOT,28563,Public,Calendared for Consent,Distinctive sidewalk
08/14/2023,23256,"Installation of a synthetic turf ballfield, Helen Marshall Playground, 99th Street, 24th Avenue, and 100th Street, Elmhurst, Queens",Queens,Preliminary and Final,DPR,28565,Public,Calendared for Consent,Landscape architecture
08/14/2023,23257,"Rehabilitation of the Parkside entrance pergola, Prospect Park, Parkside Avenue and Ocean Avenue, Brooklyn",Brooklyn,Preliminary and Final,DPR,28566,Public,Calendared for Consent,Landscape architecture
08/14/2023,23258,"Installation of interpretive signage, Sankofa Park (formerly Livonia Playground), Schenck Avenue, Livonia Avenue, and Barbey Street, Brooklyn",Brooklyn,Final,DPR,28567,Public,Calendared for Consent,Signage
08/14/2023,23259,"Minor modifications to the reconstruction of athletic courts and installation of an artificial turf field, Space Time Playground, adjacent to I.S. 131 Albert Einstein Jr. High School, Lafayette Avenue between Underhill Avenue and Bolton Avenue, Bronx",Bronx,Amended Final,DPR,28568,Public,Calendared for Consent,Landscape architecture
08/14/2023,23260,"Relocation of a horse trough, West Drive, north of Central Park South, Central Park, Manhattan",Manhattan,Preliminary and Final,DPR/DEP/CPC,28569,Public,Calendared for Consent,Street furniture
08/14/2023,23261,"Construction of a pathway, Lafayette Avenue, Colgate Avenue, Bronx River, and Soundview Park, Bronx",Bronx,Preliminary,DPR/DOT,28570,Public,Calendared for Consent,Landscape architecture
08/14/2023,23262,"Installation of Growing into the Future by Natalia Nakazawa, Jackson Heights Community Library, 35-51 81st Street, Jackson Heights, Queens",Queens,Conceptual,DCLA%/DDC,28574,Public,Calendared for Public Hearing,Artwork
08/14/2023,23263,"Construction of a greenway and daylighting of Tibbetts Brook, between West 230th Street and Hester and Piero’s Mill Pond, Van Cortlandt Park, Bronx",Bronx,Preliminary,DEP/DPR,28576,Public,Calendared for Public Hearing,Landscape architecture
08/14/2023,23264,"Installation of Al Qalam: Poets in the Park by Sara Ouhaddou, Elizabeth H. Berger Plaza, Greenwich Street, Edgar Street, Trinity Place, and Morris Street, Manhattan",Manhattan,Conceptual,DPR,28575,Public,Calendared for Public Hearing,Artwork
08/14/2023,23271,"Minor modification to the window dormers as part of the construction of a residential building, streetscape, and plazas, 126th Street and Roosevelt Avenue, Willets Point, Corona, Queens",Queens,Amended Final,EDC,28573,Public,Calendared for Consent,Architecture
08/25/2023,23272,"Installation of a rooftop access hatch and chimney, Engine Company 161/Ladder 81, 278 McClean Avenue, Staten Island",Staten Island,Preliminary and Final,FDNY,28577,Public,Delegation Approval,Building systems & Modifications
08/25/2023,23273,"Minor modifications to the enclosure as part of the reconstruction of a substation, Building 62, Fifth Street between Morris Avenue and Market Street, Brooklyn Navy Yard Industrial Park, Brooklyn",Brooklyn,Amended Final,BNYDC,28578,Public,Delegation Approval,Architecture
08/25/2023,23274,"Minor modifications to the mechanical brick screen as part of the rehabilitation of the Richmond Hill Community Library, 118-14 Hillside Avenue, Richmond Hill, Queens",Queens,Amended Final,DDC/QL,28579,Public,Delegation Approval,Architecture
08/25/2023,23275,"Installation of signage, Fort Greene Health Center, 295 Flatbush Avenue Extension, Brooklyn",Brooklyn,Preliminary,DOHMH,28580,Public,Delegation Approval,Signage
09/18/2023,23209,"Construction of an operations building as a part of the Ashokan Century Program, Ashokan Reservoir, Beaverkill Road, south of Route 28A, Olive, Ulster County",Upstate,Preliminary,DEP,28586,Public,Calendared for Consent,Architecture
09/18/2023,23296,"Renovation of the Borough Park Library, 1265 43rd Street, Brooklyn",Brooklyn,Final,DDC/BPL,28583,Public,Calendared for Consent,Architecture
09/18/2023,23297,"Construction of a tactical training facility and adjacent site work, Rodman’s Neck, Pelham Bay Park, Bronx",Bronx,Final,DDC/NYPD,28582,Public,Calendared for Consent,Architecture
09/18/2023,23298,"Reconstruction of Queens Boulevard from Roosevelt Avenue to 73rd Street, as Phase I of the reconstruction of Queens Boulevard from Roosevelt Avenue to Union Turnpike, Queens",Queens,Final,DDC/DOT,28584,Public,Calendared for Consent,Landscape architecture
09/18/2023,23299,"Installation of vent hoods and construction of an outfall connection as part of the Ashokan Century Program, Lower Gate Chamber, Ashokan Reservoir, Ulster County",Upstate,Final,DEP,28585,Public,Calendared for Consent,Building systems & Modifications
09/18/2023,23300,"Construction of a utility enclosure for electric vehicle charging equipment, Bensonhurst #1 Parking Field, 1763 86th Street, Brooklyn",Brooklyn,Final,DOT,28588,Public,Calendared for Consent,Street furniture
09/18/2023,23301,"Construction of a utility enclosure for electric vehicle charging equipment, White Plains Road Municipal Parking Field, 2071 White Plains Road, Bronx",Bronx,Final,DOT,28589,Public,Calendared for Consent,Street furniture
09/18/2023,23302,"Conservation and short-term loan of Alamo (1967) by Tony Rosenthal, from Astor Place, Lafayette Street and East Eighth Street, Manhattan to the Artists Hall of Fame exhibit for one week, Hamptons Fine Art Fair, Southampton, New York",Manhattan,Final,DOT,28587,Public,Calendared for Consent,Artwork
09/18/2023,23305,"Reconstruction of the entrance plaza, Icahn Stadium (previously the Randall's Island Track and Field Sports Facility), Randall's Island, Manhattan",Manhattan,Final,DPR,28594,Public,Calendared for Consent,Landscape architecture
09/18/2023,23306,"Reconstruction of Lt. Lia Playground, St. Marks Place, Wall Street, and Belmont Place, Staten Island",Staten Island,Final,DPR,28593,Public,Calendared for Consent,Landscape architecture
09/18/2023,23307,"Reconstruction of a portion of the Riegelmann Boardwalk and ramps between West 24th Street and West 27th Street, Coney Island, Brooklyn",Brooklyn,Final,DPR,28591,Public,Calendared for Consent,Landscape architecture
09/18/2023,23308,"Construction of an adult fitness area, Osborn Playground, Osborn Street and Linden Boulevard, Brooklyn",Brooklyn,Final,DPR,28590,Public,Calendared for Consent,Landscape architecture
09/18/2023,23309,"Installation of a synthetic turf field, Bath Beach Park, Shore Parkway, Bay 16th Street, and 17th Court, Brooklyn",Brooklyn,Preliminary,DPR,28596,Public,Calendared for Consent,Landscape architecture
09/18/2023,23310,"Reconstruction of Aesop Park, adjacent to P.S. 6, Page Avenue and Bartow Avenue, Staten Island",Staten Island,Preliminary and Final,DPR,28597,Public,Calendared for Committee and Consent,Landscape architecture
